
Timestamp,Job Title,Company Name,Industry,Location,Salary,Job Type,Experience Level,Education Level,Posting Date,Source Agency
1/8/2026 5:15:42,Restaurant Manager,Premium Dining,Catering,Phnom Penh,"USD 1,000 – 1,500",Full-time,Mid Level (2–5 years),Bachelor's Degree,1/8/2026,Khmer24 Jobs
1/8/2026 5:20:25,Sales Coordinator,Import Export Company,Retail & Wholesale,Phnom Penh,USD 400 – 700,Full-time,Junior Level (1–2 years),Bachelor's Degree,1/5/2026,CamHR
1/8/2026 5:25:50,Nurse,Private Hospital,Healthcare,Phnom Penh,USD 500 – 900,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/7/2026,BongThom
1/8/2026 5:30:15,Copywriter,Advertising Agency,Media & Advertising,Phnom Penh,USD 500 – 800,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/8/2026,Jobify Cambodia
1/8/2026 5:35:40,Customs Broker,Freight Forwarder,Logistics & Transportation,Phnom Penh,USD 600 – 1,000,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/6/2026,Facebook Page
1/8/2026 5:40:28,SEO Specialist,Digital Marketing Co,Media & Advertising,Phnom Penh,USD 600 – 1,000,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/7/2026,LinkedIn Cambodia
1/8/2026 5:45:55,Architect,Design Studio,Construction,Phnom Penh,"USD 1,200 – 2,000",Full-time,Senior Level (5+ years),Bachelor's Degree,1/8/2026,CamHR
1/8/2026 5:50:20,Training Coordinator,Corporate Training Center,Education,Phnom Penh,USD 500 – 800,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/5/2026,BongThom
1/8/2026 5:55:45,Dental Assistant,Modern Dental Clinic,Healthcare,Phnom Penh,USD 300 – 500,Full-time,Entry Level (0–1 year),Associate Degree,1/7/2026,Facebook Page
1/8/2026 6:00:12,Project Coordinator,Construction Firm,Construction,Phnom Penh,"USD 800 – 1,200",Full-time,Mid Level (2–5 years),Bachelor's Degree,1/8/2026,Khmer24 Jobs
1/8/2026 6:05:38,Bartender,Luxury Resort,Tourism & Hospitality,Preah Sihanouk,USD 300 – 600,Full-time,Junior Level (1–2 years),Any education level,1/6/2026,CamHR
1/8/2026 6:10:25,Treasury Officer,Financial Institution,Banking & Finance,Phnom Penh,"USD 800 – 1,400",Full-time,Mid Level (2–5 years),Bachelor's Degree,1/7/2026,LinkedIn Cambodia
1/8/2026 6:15:50,Real Estate Consultant,Property Group,Real Estate,Phnom Penh,USD 400 – 1,500,Full-time,Junior Level (1–2 years),Bachelor's Degree,1/8/2026,Facebook Page
1/8/2026 6:20:15,Game Developer,Entertainment Studio,Information Technology,Phnom Penh,"USD 1,000 – 1,800",Full-time,Mid Level (2–5 years),Bachelor's Degree,1/5/2026,LinkedIn Cambodia
1/8/2026 6:25:42,Operations Supervisor,Manufacturing Plant,Manufacturing,Kandal,USD 700 – 1,100,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/7/2026,CamHR
1/8/2026 6:30:18,Physiotherapist,Rehabilitation Center,Healthcare,Phnom Penh,"USD 800 – 1,300",Full-time,Mid Level (2–5 years),Bachelor's Degree,1/8/2026,BongThom
1/8/2026 6:35:45,Brand Manager,Consumer Goods Co,Retail & Wholesale,Phnom Penh,"USD 1,200 – 2,000",Full-time,Senior Level (5+ years),Bachelor's Degree,1/6/2026,LinkedIn Cambodia
1/8/2026 6:40:20,Automotive Sales Consultant,Car Dealership,Automotive - Vehicle,Phnom Penh,USD 400 – 1,000,Full-time,Junior Level (1–2 years),Any education level,1/7/2026,Facebook Page
1/8/2026 6:45:55,Cloud Architect,Tech Corporation,Information Technology,Phnom Penh,"USD 2,000 – 3,500",Full-time,Senior Level (5+ years),Bachelor's Degree,1/8/2026,LinkedIn Cambodia
1/8/2026 6:50:30,Store Supervisor,Retail Chain,Retail & Wholesale,Phnom Penh,USD 500 – 800,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/5/2026,Khmer24 Jobs
1/8/2026 6:55:15,Radio Host,Media Broadcasting,Media & Advertising,Phnom Penh,USD 400 – 700,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/7/2026,Facebook Page
1/8/2026 7:00:42,Quality Manager,ISO Certification Body,Consultancy,Phnom Penh,"USD 1,000 – 1,600",Full-time,Senior Level (5+ years),Bachelor's Degree,1/8/2026,CamHR
1/8/2026 7:05:28,Front Desk Coordinator,Corporate Office,General Business Services,Phnom Penh,USD 300 – 500,Full-time,Entry Level (0–1 year),Bachelor's Degree,1/6/2026,BongThom
1/8/2026 7:10:55,Sustainability Officer,Environmental NGO,NGO / INGO,Phnom Penh,USD 600 – 1,000,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/7/2026,BongThom
1/8/2026 7:15:20,Merchandiser,Fashion Retail,Clothing,Phnom Penh,USD 400 – 700,Full-time,Junior Level (1–2 years),Bachelor's Degree,1/8/2026,Facebook Page
1/8/2026 7:20:45,Credit Analyst,Leasing Company,Banking & Finance,Phnom Penh,USD 600 – 1,000,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/5/2026,LinkedIn Cambodia
1/8/2026 7:25:12,Butcher,Supermarket Chain,Retail & Wholesale,Phnom Penh,USD 200 – 350,Full-time,Entry Level (0–1 year),Any education level,1/7/2026,Khmer24 Jobs
1/8/2026 7:30:38,Solutions Architect,IT Consulting,Information Technology,Phnom Penh,"USD 1,800 – 3,000",Full-time,Senior Level (5+ years),Bachelor's Degree,1/8/2026,LinkedIn Cambodia
1/8/2026 7:35:25,Purchasing Manager,Trading Company,Retail & Wholesale,Phnom Penh,"USD 1,000 – 1,600",Full-time,Senior Level (5+ years),Bachelor's Degree,1/6/2026,CamHR
1/8/2026 7:40:50,Medical Representative,Pharmaceutical Company,Healthcare,Phnom Penh,USD 500 – 900,Full-time,Junior Level (1–2 years),Bachelor's Degree,1/7/2026,Facebook Page
1/8/2026 7:45:15,Jewelry Designer,Luxury Jewelry,Retail & Wholesale,Phnom Penh,USD 600 – 1,200,Full-time,Mid Level (2–5 years),Professional Certificate,1/8/2026,BongThom
1/8/2026 7:50:42,Talent Acquisition Specialist,HR Consultancy,Consultancy,Phnom Penh,USD 700 – 1,100,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/5/2026,LinkedIn Cambodia
1/8/2026 7:55:18,Safety Officer,Construction Company,Construction,Phnom Penh,USD 500 – 900,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/7/2026,CamHR
1/8/2026 8:00:45,Animator,Production House,Media & Advertising,Phnom Penh,USD 600 – 1,000,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/8/2026,Jobify Cambodia
1/8/2026 8:05:20,Foreign Exchange Dealer,Bank,Banking & Finance,Phnom Penh,"USD 1,000 – 1,800",Full-time,Mid Level (2–5 years),Bachelor's Degree,1/6/2026,LinkedIn Cambodia
1/8/2026 8:10:55,Housekeeping Supervisor,Hotel Chain,Tourism & Hospitality,Phnom Penh,USD 400 – 700,Full-time,Mid Level (2–5 years),Any education level,1/7/2026,Khmer24 Jobs
1/8/2026 8:15:30,UX Researcher,Tech Startup,Information Technology,Phnom Penh,"USD 1,000 – 1,600",Full-time,Mid Level (2–5 years),Bachelor's Degree,1/8/2026,LinkedIn Cambodia
1/8/2026 8:20:12,Export Coordinator,Garment Manufacturer,Manufacturing,Kandal,USD 500 – 800,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/5/2026,CamHR
1/8/2026 8:25:38,Chiropractor,Wellness Center,Healthcare,Phnom Penh,"USD 1,000 – 1,800",Full-time,Senior Level (5+ years),Bachelor's Degree,1/7/2026,BongThom
1/8/2026 8:30:25,Communications Manager,International NGO,NGO / INGO,Phnom Penh,"USD 1,200 – 2,000",Full-time,Senior Level (5+ years),Bachelor's Degree,1/8/2026,LinkedIn Cambodia
1/8/2026 8:35:50,Hair Stylist,Premium Salon,Tourism & Hospitality,Phnom Penh,USD 250 – 500,Full-time,Mid Level (2–5 years),Professional Certificate,1/6/2026,Facebook Page
1/8/2026 8:40:15,Blockchain Developer,FinTech Company,Information Technology,Phnom Penh,"USD 2,000 – 3,500",Full-time,Senior Level (5+ years),Bachelor's Degree,1/7/2026,LinkedIn Cambodia
1/8/2026 8:45:42,Inventory Controller,Distribution Center,Logistics & Transportation,Phnom Penh,USD 400 – 700,Full-time,Junior Level (1–2 years),Bachelor's Degree,1/8/2026,CamHR
1/8/2026 8:50:28,Optometrist,Eye Care Center,Healthcare,Phnom Penh,USD 700 – 1,200,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/5/2026,BongThom
1/8/2026 8:55:55,Performance Marketing Manager,E-commerce Company,Retail & Wholesale,Phnom Penh,"USD 1,000 – 1,800",Full-time,Mid Level (2–5 years),Bachelor's Degree,1/7/2026,LinkedIn Cambodia
1/8/2026 9:00:20,Welding Supervisor,Metal Fabrication,Manufacturing,Kandal,USD 600 – 1,000,Full-time,Senior Level (5+ years),Professional Certificate,1/8/2026,Khmer24 Jobs
1/8/2026 9:05:45,Product Manager,Software Company,Information Technology,Phnom Penh,"USD 1,500 – 2,500",Full-time,Senior Level (5+ years),Bachelor's Degree,1/6/2026,LinkedIn Cambodia
1/8/2026 9:10:12,Florist,Event Planning,Tourism & Hospitality,Phnom Penh,USD 250 – 450,Full-time,Entry Level (0–1 year),Any education level,1/7/2026,Facebook Page
1/8/2026 9:15:38,Credit Control Officer,Finance Company,Banking & Finance,Phnom Penh,USD 500 – 800,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/8/2026,CamHR
1/8/2026 9:20:25,Tailor,Garment Shop,Clothing,Phnom Penh,USD 200 – 400,Full-time,Mid Level (2–5 years),Any education level,1/5/2026,Khmer24 Jobs
1/8/2026 9:25:50,Scrum Master,Agile Development Team,Information Technology,Phnom Penh,"USD 1,200 – 2,000",Full-time,Senior Level (5+ years),Bachelor's Degree,1/7/2026,LinkedIn Cambodia
1/8/2026 9:30:15,Shipping Coordinator,Freight Company,Logistics & Transportation,Phnom Penh,USD 400 – 700,Full-time,Junior Level (1–2 years),Bachelor's Degree,1/8/2026,Facebook Page
1/8/2026 9:35:42,Nutritionist,Health Clinic,Healthcare,Phnom Penh,USD 500 – 900,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/6/2026,BongThom
1/8/2026 9:40:28,Visual Merchandiser,Department Store,Retail & Wholesale,Phnom Penh,USD 400 – 700,Full-time,Mid Level (2–5 years),Bachelor's Degree,1/7/2026,CamHR
1/8/2026 9:45:55,Machine Learning Engineer,AI Research Lab,Information Technology,Phnom Penh,"USD 2,000 – 3,500",Full-time,Senior Level (5+ years),Bachelor's Degree,1/8/2026,LinkedIn Cambodia
1/8/2026 9:50:20,Baker,Artisan Bakery,Catering,Phnom Penh,USD 250 – 450,Full-time,Mid Level (2–5 years),Any education level,1/5/2026,Khmer24 Jobs
1/8/2026 9:55:45,Loan Officer,Microfinance,Banking & Finance,Phnom Penh,USD 400 – 700,Full-time,Junior Level (1–2 years),Bachelor's Degree,1/7/2026,Facebook Page
1/8/2026 10:00:12,Event Photographer,Media Studio,Media & Advertising,Phnom Penh,USD 500 – 900,Freelance,Mid Level (2–5 years),Any education level,1/8/2026,BongThom`;
